panel,dataset,recall_tag,paper_metric,frontier_rank,case_name,group_tag,recall,qps_2p4ghz,s_mem_cycle,plot_input,point_within_xlim,data_status,source_experiment,test_record_ref,yaml_generator_ref,result_summarizer_ref,final_selection_script_ref,rtc_extraction_script_ref,case_manifest_ref,yaml_ref,yaml_sha256,stats_ref,stats_sha256,yaml_ef_search,yaml_queue_size,yaml_warmup_size,yaml_gt_k,yaml_k_neighbors,yaml_n_query_limit,yaml_n_parallel_query,yaml_mfnns_enable,yaml_early_exit_enable,yaml_lb_et_enable,yaml_row_policy,stats_recall,stats_mem_cycle,stats_num_query
T2I1M Recall@100,t2i1m,r100,R100@1000,1,t2i1m_r100_mfnns_lbqfill_ef001_q002,lbqfill,0.08898,5466385.148,439047,1,0,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r100_mfnns_lbqfill_ef001_q002.yaml,91538386b54d510304f4cf97f7730b6337099096c780b9f99a401d370317a4f3,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r100_mfnns_lbqfill_ef001_q002_stats.yml,cc80d87e9a092365ca8e9e37b7fa663af852e0ada461c09993adfae805afa509,1,2,1,100,100,1000,1000,1,0,1,OpenRowPolicy,0.08898,439047,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,2,t2i1m_r100_mfnns_lowef_ef001_q004,lowef,0.09335,5449628.403,440397,1,0,measured_completed_simulator,20260613/004_sift_t2i_mfnns_lowef_subef_frontier,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/TEST_RECORD.md,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/scripts/generate_submit_t2i_mfnns_refine.py,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/scripts/summarize_mfnns_frontier.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/case_manifest.tsv,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/yamls/t2i1m_r100_mfnns_lowef_ef001_q004.yaml,9fb51d0aefd6c10e8ef819fb1b68435ffce0e9803ddb66b91bd3268cbe343e71,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/logs/t2i1m_r100_mfnns_lowef_ef001_q004_stats.yml,5034280fd056c12813dd7c39b1cb14d59948730ce196ff28e03e1782a65a91ba,1,4,3,100,100,1000,1000,1,0,1,OpenRowPolicy,0.09335,440397,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,3,t2i1m_r100_mfnns_lbqfill_ef001_q008,lbqfill,0.09906,5444065.628,440847,1,0,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r100_mfnns_lbqfill_ef001_q008.yaml,0f73720c9c9ef975b9201eefb4c5a33e693cd6e5445292c0b6c6f918ad25849a,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r100_mfnns_lbqfill_ef001_q008_stats.yml,2678f7bdff4ff76912247dbb069665f8972cbc40a27cd919e585fcf4cc964b2e,1,8,7,100,100,1000,1000,1,0,1,OpenRowPolicy,0.09906,440847,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,4,t2i1m_r100_mfnns_lbqfill_ef001_q016,lbqfill,0.10526,5428365.926,442122,1,0,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r100_mfnns_lbqfill_ef001_q016.yaml,fd0c61eebb1c7dd19050c0af448c858d863cb68354b9c2e13d01d33c58d28c65,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r100_mfnns_lbqfill_ef001_q016_stats.yml,b11a7bdb854738f7a8034f58d6ccda6cefecfca886ec53da13a3a235b37e46da,1,16,15,100,100,1000,1000,1,0,1,OpenRowPolicy,0.10526,442122,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,5,t2i1m_r100_mfnns_lbqfill_ef001_q032,lbqfill,0.11067,5395416.594,444822,1,0,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r100_mfnns_lbqfill_ef001_q032.yaml,0f765a421ab22daca76418ec498c6988462c0fad4cc014c8d4c1551fd57b6e0c,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r100_mfnns_lbqfill_ef001_q032_stats.yml,54f510b1f47d2ab9fc75cfb55eb89cfd5d7e0b329642a28fd20181a8cf2de424,1,32,31,100,100,1000,1000,1,0,1,OpenRowPolicy,0.11067,444822,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,6,t2i1m_r100_mfnns_lowef_ef001_q001,lowef,0.11335,5299803.245,452847,1,0,measured_completed_simulator,20260613/004_sift_t2i_mfnns_lowef_subef_frontier,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/TEST_RECORD.md,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/scripts/generate_submit_t2i_mfnns_refine.py,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/scripts/summarize_mfnns_frontier.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/case_manifest.tsv,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/yamls/t2i1m_r100_mfnns_lowef_ef001_q001.yaml,395d0856f78c4b159e9bcaa8c411a63c6bb19aaaec346ba34b2220230d984fa1,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/logs/t2i1m_r100_mfnns_lowef_ef001_q001_stats.yml,9a85bf73abea06bced3b7297aabb1015d464670c0da3b13f5ec63939cfccfa9c,1,1,0,100,100,1000,1000,1,0,1,OpenRowPolicy,0.11335,452847,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,7,t2i1m_r100_mfnns_lowef_ef002_q008,lowef,0.14618,4192344.778,572472,1,0,measured_completed_simulator,20260613/004_sift_t2i_mfnns_lowef_subef_frontier,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/TEST_RECORD.md,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/scripts/generate_submit_t2i_mfnns_refine.py,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/scripts/summarize_mfnns_frontier.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/case_manifest.tsv,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/yamls/t2i1m_r100_mfnns_lowef_ef002_q008.yaml,22997505f309c0cb2763f18aead56c71a5b6ba1683536b02f6357027b03aadd0,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/logs/t2i1m_r100_mfnns_lowef_ef002_q008_stats.yml,92f76844bc4381e9849dbdb5ecb504c4ea5c83b56e0a6464cbceb5b1b1ccf666,2,8,7,100,100,1000,1000,1,0,1,OpenRowPolicy,0.14618,572472,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,8,t2i1m_r100_mfnns_lbqfill_ef002_q016,lbqfill,0.18972,4113660.438,583422,1,0,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r100_mfnns_lbqfill_ef002_q016.yaml,623949cd88e0a2a0a9a19edc7bd2ff9d8f998ed4ab25c03a78eff1294eb63086,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r100_mfnns_lbqfill_ef002_q016_stats.yml,0acb286eab224b445ddfbdf765ac182b16ac3ddf6cba25fb8321a46803e513f0,2,16,15,100,100,1000,1000,1,0,1,OpenRowPolicy,0.18972,583422,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,9,t2i1m_r100_mfnns_lbqfill_ef002_q032,lbqfill,0.22907,4001020.26,599847,1,0,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r100_mfnns_lbqfill_ef002_q032.yaml,58d71d10033e5efbb84fef1a9d1606ad7cdb409e3bce45917cd02e7a4c784193,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r100_mfnns_lbqfill_ef002_q032_stats.yml,bf910ed5a60c51fef9d14822d4574c0cea8a2ffc37178d23125f08a4d5bd57ba,2,32,31,100,100,1000,1000,1,0,1,OpenRowPolicy,0.22907,599847,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,10,t2i1m_r100_mfnns_lbqfill_ef002_q064,lbqfill,0.24977,3857299.216,622197,1,0,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r100_mfnns_lbqfill_ef002_q064.yaml,2fc174020d5501d843ee6bd5701c27762dde0de10a55bc3d8ca280c8348414f7,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r100_mfnns_lbqfill_ef002_q064_stats.yml,31ec0d7d8e1bb86477b59b64d78951f5b7bde7557043df7a64c9e84c5f419a65,2,64,63,100,100,1000,1000,1,0,1,OpenRowPolicy,0.24977,622197,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,11,t2i1m_r100_mfnns_lowef_ef002_q001,lowef,0.25423,3547687.573,676497,1,0,measured_completed_simulator,20260613/004_sift_t2i_mfnns_lowef_subef_frontier,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/TEST_RECORD.md,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/scripts/generate_submit_t2i_mfnns_refine.py,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/scripts/summarize_mfnns_frontier.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/case_manifest.tsv,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/yamls/t2i1m_r100_mfnns_lowef_ef002_q001.yaml,1139d304a4945d8035a2b92747b8f70024e059e18278aa8644daa9ddc03fcd9b,simulator/memory/20260613/004_sift_t2i_mfnns_lowef_subef_frontier/logs/t2i1m_r100_mfnns_lowef_ef002_q001_stats.yml,3dc0ccb74b99148f8e57048ed59ed03490e876268882c896f4a046aab132b182,2,1,0,100,100,1000,1000,1,0,1,OpenRowPolicy,0.25423,676497,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,12,t2i1m_r100_mfnns_lbqfill_ef003_q024,lbqfill,0.26065,3489655.353,687747,1,0,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r100_mfnns_lbqfill_ef003_q024.yaml,95115e5465a8cbf8dc201dffa44a8fd448596744a043648c91416d92310fff6c,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r100_mfnns_lbqfill_ef003_q024_stats.yml,db2293d959f6e3431061ede0c9ba488065aa095df20ac28ba264995110e1b7d4,3,24,23,100,100,1000,1000,1,0,1,OpenRowPolicy,0.26065,687747,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,13,t2i1m_r100_mfnns_lbqfill_ef003_q048,lbqfill,0.31313,3326071.411,721572,1,0,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r100_mfnns_lbqfill_ef003_q048.yaml,5783f609c1c99b50cf0acda977e05de1db7914bb81abc698db92f88982692c17,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r100_mfnns_lbqfill_ef003_q048_stats.yml,6a825c8f0604c2fde152df86f6245544371585e647153271cd0211c85fe637f1,3,48,47,100,100,1000,1000,1,0,1,OpenRowPolicy,0.31313,721572,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,14,t2i1m_r100_mfnns_lbqfill_ef004_q032,lbqfill,0.32374,3134501.458,765672,1,0,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r100_mfnns_lbqfill_ef004_q032.yaml,a8c7182132f911f2a0f4e6be9ce41506b34d881d0493d4eaeeaa15e83a9e558a,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r100_mfnns_lbqfill_ef004_q032_stats.yml,ad83b87667ec81338c7542817eff96e27230757b702a5fd4ffbd6a223077ab0e,4,32,31,100,100,1000,1000,1,0,1,OpenRowPolicy,0.32374,765672,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,15,t2i1m_r100_mfnns_lbqfill_ef003_q096,lbqfill,0.33472,3108317.079,772122,1,0,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r100_mfnns_lbqfill_ef003_q096.yaml,3cfaacd0bc9cb4bd1f7f1479e8b8b149d3d051981a21b1815983941dc69707d3,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r100_mfnns_lbqfill_ef003_q096_stats.yml,915e6efb0e37445222bab20c9130e851a0d2c91ce4e6cd04976b1f8b6624f17a,3,96,95,100,100,1000,1000,1,0,1,OpenRowPolicy,0.33472,772122,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,16,t2i1m_r100_mfnns_lbqfill_ef004_q064,lbqfill,0.3811,2956677.286,811722,1,0,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r100_mfnns_lbqfill_ef004_q064.yaml,ed0eea78169ea2ae855f1f407aada00171ea2093bad7fe1952a16d2303f8da28,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r100_mfnns_lbqfill_ef004_q064_stats.yml,6ec50f1adc0f4f2dc2d442210013c81643e75df237df5305666da24bf865cd07,4,64,63,100,100,1000,1000,1,0,1,OpenRowPolicy,0.3811,811722,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,17,t2i1m_r100_mfnns_lbqfill_ef004_q128,lbqfill,0.4028,2702483.582,888072,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r100_mfnns_lbqfill_ef004_q128.yaml,b4c31238cc0254640dcf5939f9fd81f117059b8b85ebdb914112f83a88ceba4e,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r100_mfnns_lbqfill_ef004_q128_stats.yml,46b12fe35978e545e45b8cc592c550d5827cfe1a8cc302d418bac3c1e0ce8f5c,4,128,127,100,100,1000,1000,1,0,1,OpenRowPolicy,0.4028,888072,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,18,t2i1m_r100_mfnns_lbqfill_ef005_q080,lbqfill,0.4347,2641144.408,908697,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r100_mfnns_lbqfill_ef005_q080.yaml,8170177cc103b953365d692001f8de229310d13c05c57d39db2047e9d9838289,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r100_mfnns_lbqfill_ef005_q080_stats.yml,9f884fdfdae4f3f09cb82df0db9e07c31c6148a0014b42b2a32d28c0dfeceda6,5,80,79,100,100,1000,1000,1,0,1,OpenRowPolicy,0.4347,908697,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,19,t2i1m_r100_mfnns_lbqfill_ef005_q160,lbqfill,0.45416,2362851.253,1015722,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r100_mfnns_lbqfill_ef005_q160.yaml,444d42823baf86c3d5ae9a0dadfbcb2ebeffafe1d8cb6a0695d0c454ede22f8f,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r100_mfnns_lbqfill_ef005_q160_stats.yml,945a8fb7a4fdad4f50e45378efb65272b1edf56aed4984c4cbbd179f437839e4,5,160,159,100,100,1000,1000,1,0,1,OpenRowPolicy,0.45416,1015722,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,20,t2i1m_r100_mfnns_lbqfill_ef006_q096,lbqfill,0.47973,2341413.16,1025022,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r100_mfnns_lbqfill_ef006_q096.yaml,75c589fae1175f085d537d9b1bc2f22039ddb8fb44900c145620a84a9602616c,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r100_mfnns_lbqfill_ef006_q096_stats.yml,b0645520cf9a133ccd10eeb7fa0896d00e3bdce1d062f4556eddd4e0a3ec9cf3,6,96,95,100,100,1000,1000,1,0,1,OpenRowPolicy,0.47973,1025022,1000
T2I1M Recall@100,t2i1m,r100,R100@1000,21,t2i1m_r100_mfnns_lbqfill_ef008_q064,lbqfill,0.49527,2216686.663,1082697,1,1,measured_completed_simulator,20260613/006_mfnns_ansmet_lbq_juno_focused,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/TEST_RECORD.md,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/generate_submit_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/scripts/summarize_lbq_tune.py,figure/evaluation/RTC/extract_rtc_data.py,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/case_manifest.tsv,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/yamls/t2i1m_r100_mfnns_lbqfill_ef008_q064.yaml,b205a6c7195af826db4b77a2e6ab100bcd28d0ef4f82338158aff4dd2bfab680,simulator/memory/20260613/006_mfnns_ansmet_lbq_juno_focused/logs/t2i1m_r100_mfnns_lbqfill_ef008_q064_stats.yml,529f1d830fb950ad788e3c925aaf0ef32c6a1187349658ab71892d1b652189ab,8,64,63,100,100,1000,1000,1,0,1,OpenRowPolicy,0.49527,1082697,1000
